p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
6.32849E-42,0.264761751,0.71,0.729,2.18637E-37,1-3,ITM2B
3.41154E-39,0.382623522,0.483,0.451,1.17862E-34,1-3,NBPF10
1.63094E-38,0.316740246,0.617,0.636,5.63456E-34,1-3,CALM2
6.65829E-38,0.492952834,0.342,0.283,2.3003E-33,1-3,HLA-DMA
1.58858E-36,0.341598444,0.574,0.578,5.48824E-32,1-3,SLC25A3
1.12647E-34,0.394401663,0.526,0.504,3.89173E-30,1-3,C5AR1
3.28944E-34,0.417991313,0.422,0.376,1.13643E-29,1-3,KLF10
3.9766E-34,0.623176531,0.257,0.192,1.37384E-29,1-3,G0S2
3.7872E-33,0.381902178,0.524,0.513,1.3084E-28,1-3,IER2
1.27744E-32,0.292382641,0.624,0.641,4.41331E-28,1-3,JUNB
2.089E-32,0.446988759,0.313,0.259,7.21709E-28,1-3,PABPC4
4.72834E-32,0.295517144,0.602,0.62,1.63355E-27,1-3,CFP
4.82393E-32,0.266357357,0.653,0.678,1.66657E-27,1-3,AKAP13
1.82404E-31,0.287658076,0.757,0.783,6.30168E-27,1-3,ANXA1
2.03978E-31,0.385281714,0.495,0.49,7.04705E-27,1-3,SULF2
3.7032E-31,0.34229379,0.525,0.517,1.27938E-26,1-3,OGFRL1
8.43069E-31,0.506087272,0.123,0.074,2.91264E-26,1-3,FOLR3
5.00353E-30,0.343803864,0.499,0.489,1.72862E-25,1-3,RBM3
8.80956E-30,0.302894538,0.108,0.061,3.04353E-25,1-3,PID1
1.91347E-29,0.324580325,0.575,0.603,6.61067E-25,1-3,MS4A6A
3.30745E-29,0.290851453,0.781,0.812,1.14266E-24,1-3,MCL1
4.66815E-29,0.37957695,0.438,0.414,1.61275E-24,1-3,EIF3L
5.32452E-29,0.372069355,0.569,0.583,1.83951E-24,1-3,BRD2
5.93898E-29,0.288084058,0.574,0.584,2.0518E-24,1-3,ARRB2
5.98834E-29,0.481510959,0.419,0.39,2.06885E-24,1-3,ID2
1.068E-27,0.298420718,0.585,0.604,3.68974E-23,1-3,RBM39
1.33853E-27,0.296102001,0.615,0.645,4.62437E-23,1-3,UBE2D3
2.58729E-27,0.457419828,0.32,0.277,8.93856E-23,1-3,PNN
3.26156E-27,0.411936386,0.386,0.357,1.1268E-22,1-3,ANP32B
3.66963E-27,0.40605124,0.342,0.297,1.26778E-22,1-3,C1orf63
3.83405E-27,0.376325057,0.445,0.424,1.32459E-22,1-3,POU2F2
9.03718E-27,0.587982488,0.405,0.389,3.12217E-22,1-3,PLAUR
3.49906E-26,0.428536377,0.169,0.117,1.20885E-21,1-3,ALDH1A1
8.0125E-26,0.2730154,0.632,0.662,2.76816E-21,1-3,GPX1
1.44582E-25,0.416482592,0.298,0.253,4.99503E-21,1-3,TTC3
2.31169E-25,0.293182023,0.553,0.569,7.98643E-21,1-3,JAK1
6.36384E-25,0.40537849,0.392,0.37,2.19858E-20,1-3,RSL1D1
2.42695E-24,0.284542804,0.659,0.702,8.38462E-20,1-3,LYN
7.7391E-24,0.338317981,0.412,0.382,2.6737E-19,1-3,CD4
6.65693E-22,0.359562784,0.452,0.443,2.29983E-17,1-3,BOD1L1
1.11958E-21,0.276417519,0.541,0.561,3.86792E-17,1-3,ATP5B
1.24342E-21,0.293163579,0.554,0.58,4.29575E-17,1-3,ZNF106
1.58874E-21,0.276869824,0.543,0.562,5.48878E-17,1-3,TMEM66
2.29867E-21,0.376478785,0.403,0.387,7.94146E-17,1-3,NLRP1
2.4755E-21,0.425881553,0.301,0.265,8.55235E-17,1-3,IL13RA1
4.00902E-21,0.321072189,0.554,0.577,1.38504E-16,1-3,KLF4
6.14555E-21,0.427028275,0.138,0.097,2.12317E-16,1-3,VEGFA
7.74005E-21,0.390148992,0.401,0.389,2.67403E-16,1-3,CHD1
7.85075E-21,0.380522409,0.241,0.197,2.71228E-16,1-3,CMTM3
1.09861E-20,0.456193858,0.275,0.236,3.79547E-16,1-3,LGALS2
2.05381E-20,0.292657082,0.529,0.554,7.09549E-16,1-3,SRSF5
5.25897E-20,0.304805539,0.512,0.531,1.81687E-15,1-3,HADHA
2.17523E-19,0.300019407,0.502,0.502,7.51497E-15,1-3,SORL1
6.09636E-19,0.424519192,0.377,0.355,2.10617E-14,1-3,CDKN1A
1.1003E-18,0.332215438,0.542,0.559,3.80132E-14,1-3,TSC22D3
1.15043E-18,0.263264989,0.548,0.566,3.97451E-14,1-3,HSP90B1
1.65491E-18,0.393310621,0.295,0.265,5.71739E-14,1-3,OXA1L
4.6831E-18,0.373462698,0.414,0.412,1.61792E-13,1-3,BNIP3L
4.68406E-18,0.322342908,0.465,0.47,1.61825E-13,1-3,NIPBL
2.86697E-17,0.266434347,0.528,0.549,9.90481E-13,1-3,GSTP1
7.08889E-17,0.295235617,0.48,0.5,2.44907E-12,1-3,TPI1
7.4547E-17,0.442665256,0.328,0.298,2.57545E-12,1-3,CD83
1.20474E-16,0.319163983,0.476,0.489,4.16213E-12,1-3,EIF5
3.93526E-16,0.314647012,0.482,0.506,1.35955E-11,1-3,CNPY3
4.53775E-16,0.388204074,0.354,0.341,1.5677E-11,1-3,YBX3
1.38158E-15,0.318254415,0.454,0.465,4.77309E-11,1-3,TET2
2.58185E-15,0.345364383,0.497,0.527,8.91978E-11,1-3,PTPRE
2.79515E-15,0.356972009,0.376,0.366,9.65667E-11,1-3,ANKRD11
2.85891E-15,0.389977335,0.259,0.229,9.87696E-11,1-3,IGBP1
4.40281E-15,0.35801444,0.237,0.203,1.52108E-10,1-3,TIAM1
7.42233E-15,0.328441941,0.436,0.444,2.56427E-10,1-3,PILRA
1.01168E-14,0.310960367,0.441,0.442,3.49517E-10,1-3,CCDC88A
1.87041E-14,0.332627617,0.301,0.272,6.46189E-10,1-3,NKTR
2.80044E-14,0.327261887,0.392,0.391,9.67496E-10,1-3,HP1BP3
3.5411E-14,0.302199657,0.458,0.471,1.22338E-09,1-3,AOAH
6.34068E-14,0.39106051,0.231,0.202,2.19058E-09,1-3,NFE2L2
8.5394E-14,0.345462539,0.362,0.354,2.95019E-09,1-3,CD86
1.34718E-13,0.293643911,0.473,0.489,4.65423E-09,1-3,IQGAP2
1.62283E-13,0.260871087,0.502,0.521,5.60654E-09,1-3,CFD
2.58535E-13,0.289646142,0.459,0.473,8.93186E-09,1-3,RNASET2
3.52536E-13,0.295915577,0.453,0.467,1.21794E-08,1-3,PLXDC2
3.94639E-13,0.320307081,0.407,0.412,1.3634E-08,1-3,KMT2E
5.2283E-13,0.307267699,0.438,0.457,1.80627E-08,1-3,MATR3
5.504E-13,0.268511861,0.14,0.106,1.90152E-08,1-3,CAMK1D
6.77932E-13,0.33363413,0.391,0.396,2.34212E-08,1-3,SPEN
7.69624E-13,0.303955746,0.47,0.491,2.6589E-08,1-3,ICAM3
8.38676E-13,0.334710233,0.405,0.411,2.89746E-08,1-3,CHD4
1.42989E-12,0.302047381,0.133,0.101,4.93997E-08,1-3,CXXC5
2.13486E-12,0.313028272,0.207,0.176,7.37552E-08,1-3,PRKX
2.53768E-12,0.328661293,0.372,0.368,8.76718E-08,1-3,ANKRD12
2.89974E-12,0.26143524,0.508,0.544,1.0018E-07,1-3,MTDH
3.88302E-12,0.31806313,0.359,0.352,1.34151E-07,1-3,EIF3E
4.52924E-12,0.308853882,0.394,0.397,1.56476E-07,1-3,SRSF11
2.03621E-11,0.332304632,0.356,0.355,7.0347E-07,1-3,C19orf43
2.35415E-11,0.281206164,0.479,0.505,8.13313E-07,1-3,PNRC1
2.51406E-11,0.303643468,0.201,0.173,8.68556E-07,1-3,CHURC1
2.76838E-11,0.269078982,0.453,0.476,9.5642E-07,1-3,SH3KBP1
2.96812E-11,0.329773686,0.325,0.315,1.02543E-06,1-3,CIRBP
3.16332E-11,0.259514567,0.505,0.544,1.09287E-06,1-3,SERP1
5.52266E-11,0.381077331,0.258,0.239,1.90797E-06,1-3,MIR22HG
8.86292E-11,0.384212695,0.312,0.3,3.06196E-06,1-3,CRIP1
9.37239E-11,0.302631125,0.227,0.196,3.23797E-06,1-3,ARL4C
1.8743E-10,0.399662584,0.104,0.078,6.47532E-06,1-3,RGCC
2.50475E-10,0.29608482,0.365,0.365,8.65341E-06,1-3,TPR
3.4945E-10,0.307360537,0.185,0.159,1.20728E-05,1-3,ARRDC2
5.26743E-10,0.315156293,0.348,0.352,1.81979E-05,1-3,SEC11A
1.53917E-09,0.31598989,0.399,0.416,5.31754E-05,1-3,TACC1
2.36245E-09,0.309161538,0.363,0.369,8.16178E-05,1-3,RASSF4
2.88597E-09,0.406567804,0.284,0.275,9.97044E-05,1-3,IVNS1ABP
2.89987E-09,0.386539194,0.406,0.434,0.000100185,1-3,HIF1A
3.69365E-09,0.322911913,0.258,0.243,0.000127608,1-3,LDHB
6.37461E-09,0.306273829,0.415,0.437,0.00022023,1-3,EEF1D
9.46708E-09,0.312904826,0.38,0.39,0.000327069,1-3,BPTF
1.41423E-08,0.303428944,0.282,0.271,0.000488587,1-3,ALDH3B1
1.48618E-08,0.253590685,0.45,0.48,0.000513446,1-3,IL10RA
1.67375E-08,0.301050771,0.386,0.403,0.000578246,1-3,BCLAF1
1.70207E-08,0.325708541,0.331,0.331,0.000588032,1-3,BAZ2B
2.26245E-08,0.295914104,0.416,0.442,0.000781632,1-3,MBD2
2.94889E-08,0.320348178,0.347,0.351,0.001018783,1-3,AKAP9
3.01436E-08,0.301064545,0.243,0.228,0.001041401,1-3,PHB2
3.60617E-08,0.298112904,0.36,0.371,0.001245861,1-3,NONO
5.27298E-08,0.267847657,0.479,0.514,0.001821708,1-3,CSF3R
5.31605E-08,0.285738705,0.425,0.449,0.00183659,1-3,KMT2C
6.77308E-08,0.324501571,0.376,0.394,0.002339963,1-3,RBM25
8.189E-08,0.269481132,0.156,0.133,0.002829135,1-3,SCRN1
8.70028E-08,0.291901971,0.219,0.202,0.003005774,1-3,FBL
9.01231E-08,0.402962387,0.128,0.106,0.003113571,1-3,ZNF331
1.64306E-07,0.278938431,0.423,0.454,0.005676447,1-3,SFPQ
1.853E-07,0.327738404,0.303,0.292,0.00640175,1-3,MS4A7
2.58594E-07,0.274017581,0.424,0.453,0.008933897,1-3,ELF1
2.79005E-07,0.269248255,0.409,0.433,0.009639062,1-3,ILF3
3.11844E-07,0.305437302,0.367,0.381,0.010773572,1-3,CEP350
3.54659E-07,0.336913007,0.339,0.348,0.012252764,1-3,RBBP6
4.76693E-07,0.294707959,0.293,0.289,0.01646879,1-3,PRPF4B
4.8036E-07,0.263185161,0.425,0.453,0.016595474,1-3,ATP5A1
8.35334E-07,0.305242334,0.305,0.304,0.028859114,1-3,PIK3R1
8.38177E-07,0.369488646,0.177,0.16,0.02895735,1-3,PDE4B
8.89028E-07,0.303322093,0.319,0.324,0.030714143,1-3,SLC25A5
9.42001E-07,0.30474141,0.341,0.351,0.032544264,1-3,CRTAP
1.23933E-06,0.264794096,0.438,0.478,0.042816504,1-3,WAC
1.81506E-06,0.270533733,0.21,0.194,0.062706692,1-3,FNBP4
2.79686E-06,0.260599986,0.433,0.471,0.096625997,1-3,MYCBP2
4.61622E-06,0.280012291,0.378,0.401,0.159481173,1-3,ARHGAP4
5.22539E-06,0.259941536,0.42,0.449,0.180526768,1-3,ITGA4
5.68182E-06,0.254156708,0.45,0.493,0.196295543,1-3,CTSH
7.09909E-06,0.270934223,0.35,0.367,0.245259424,1-3,EIF3D
9.523E-06,0.304306492,0.278,0.279,0.329000583,1-3,PPIG
9.60865E-06,0.299816642,0.321,0.333,0.331959677,1-3,BRK1
1.08679E-05,0.356213346,0.217,0.21,0.375465397,1-3,PER1
1.09625E-05,0.297478753,0.302,0.306,0.378731233,1-3,MIS18BP1
1.39468E-05,0.279935863,0.332,0.346,0.481834987,1-3,ZFAS1
2.2501E-05,0.258322729,0.372,0.396,0.777363994,1-3,HNRNPA3
2.45365E-05,0.378123616,0.239,0.3,0.847687391,1-3,FCGR3A
2.9662E-05,0.287816915,0.322,0.333,1,1-3,PHF3
3.16153E-05,0.317590678,0.222,0.208,1,1-3,DUSP2
3.63671E-05,0.325194431,0.284,0.29,1,1-3,HERPUD1
3.91736E-05,0.296307072,0.296,0.299,1,1-3,GOLGB1
4.52026E-05,0.266524874,0.394,0.42,1,1-3,RAB11FIP1
8.26548E-05,0.254449061,0.396,0.43,1,1-3,MKRN1
9.02461E-05,0.279313224,0.243,0.241,1,1-3,QARS
0.000121469,0.277121667,0.207,0.198,1,1-3,ZFC3H1
0.000127171,0.253754971,0.124,0.11,1,1-3,MXI1
0.000130221,0.296203016,0.403,0.442,1,1-3,YPEL5
0.000133952,0.287794976,0.244,0.242,1,1-3,AC013394.2
0.000166298,0.275881946,0.307,0.317,1,1-3,SRRM1
0.000192906,0.264801759,0.418,0.455,1,1-3,DDX21
0.000199232,0.287936961,0.286,0.296,1,1-3,MTCH1
0.000229602,0.270931422,0.205,0.196,1,1-3,TBL1X
0.000267394,0.269699934,0.23,0.229,1,1-3,EIF3CL
0.000297772,0.252255724,0.368,0.396,1,1-3,EIF4A2
0.000359299,0.268155519,0.347,0.37,1,1-3,SETD2
0.000362105,0.299080842,0.115,0.102,1,1-3,GPR183
0.000366123,0.281401425,0.318,0.332,1,1-3,NCOA1
0.000385788,0.266953965,0.376,0.41,1,1-3,EIF3K
0.000412552,0.271511245,0.34,0.361,1,1-3,CCNY
0.000462227,0.294570519,0.297,0.302,1,1-3,SPN
0.000504551,0.253593499,0.369,0.398,1,1-3,MAP4K4
0.000599897,0.256559225,0.143,0.174,1,1-3,THBS1
0.000742532,0.261343003,0.278,0.287,1,1-3,AUP1
0.00081208,0.276308185,0.27,0.276,1,1-3,ATG16L2
0.000818544,0.256612214,0.304,0.32,1,1-3,ARGLU1
0.000865483,0.28951151,0.285,0.298,1,1-3,GGNBP2
0.00095026,0.263916764,0.195,0.19,1,1-3,ENTPD1
0.000976124,0.264105291,0.279,0.286,1,1-3,KMT2A
0.001087877,0.300149904,0.223,0.223,1,1-3,FOXO3
0.001136136,0.269394953,0.258,0.263,1,1-3,REST
0.001145357,0.25473501,0.2,0.195,1,1-3,SFSWAP
0.001229158,0.28031353,0.242,0.245,1,1-3,LUC7L3
0.001232709,0.267225146,0.192,0.186,1,1-3,ZFHX3
0.001298142,0.282877773,0.317,0.339,1,1-3,KLF3
0.001355168,0.322512077,0.31,0.332,1,1-3,ETF1
0.00175218,0.288555385,0.281,0.294,1,1-3,FOXP1
0.003036174,0.255477863,0.288,0.301,1,1-3,SENP6
0.00305466,0.281372599,0.212,0.212,1,1-3,AMPD2
0.0031303,0.256943667,0.172,0.166,1,1-3,NDUFV1
0.003295344,0.255325911,0.134,0.126,1,1-3,AHCTF1
0.004319031,0.301193711,0.241,0.248,1,1-3,ATP1B3
0.004946207,0.335213045,0.278,0.287,1,1-3,HLA-DQB1
0.006205674,0.265704909,0.243,0.252,1,1-3,FXR1
0.006380047,0.284184787,0.266,0.281,1,1-3,TUFM
0.00656102,0.267162164,0.13,0.121,1,1-3,RHOC
0.006781467,0.270311931,0.258,0.269,1,1-3,ZFR
0.007491735,0.252622286,0.21,0.21,1,1-3,FBXW7
0.008041539,0.252856604,0.257,0.266,1,1-3,UBE2G2
0.008451502,0.252504246,0.196,0.195,1,1-3,SREK1
0.008623383,0.2669609,0.243,0.25,1,1-3,C6orf48
0.009730594,0.253718769,0.304,0.324,1,1-3,FAM21C
